title,start,end,assignedDoctors,assignedNurses,shift,description,createdBy,rating
Night Shift - 2025-05-07,2025-05-07T00:00:00,2025-05-07T08:00:00,67f4546589b1fc291c613160|681a579090422788183176aa|681a524690a1818ffb8fd3a4,681a5a6090422788183176f6|681e689ad464b5ea6ad94227,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.97
Night Shift - 2025-05-16,2025-05-16T00:00:00,2025-05-16T08:00:00,67ff7abe42fc75d02c9372ed|681a57b690422788183176b2,681a590590422788183176dc|67ff7b8b42fc75d02c937309,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.95
Evening Shift - 2025-05-25,2025-05-25T16:00:00,2025-05-26T00:00:00,681a58b990422788183176ce|681a575690422788183176a0,67f4402f89b1fc291c612c97,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.34
Morning Shift - 2025-05-20,2025-05-20T08:00:00,2025-05-20T16:00:00,681a8978d13b7e8433e574a9,681e68edd464b5ea6ad9423b|681e69a9d464b5ea6ad9427c|67f4402f89b1fc291c612c97,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.88
Morning Shift - 2025-05-20,2025-05-20T08:00:00,2025-05-20T16:00:00,681a56eb904227881831768e|681a512190a1818ffb8fd382,681e68edd464b5ea6ad9423b,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,2.83
Night Shift - 2025-05-14,2025-05-14T00:00:00,2025-05-14T08:00:00,681a575690422788183176a0,681a5a6090422788183176f6|681e68cbd464b5ea6ad94233|681a590590422788183176dc,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.81
Evening Shift - 2025-05-17,2025-05-17T16:00:00,2025-05-18T00:00:00,681a515d90a1818ffb8fd38e,681e68cbd464b5ea6ad94233|67f4401489b1fc291c612c91,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.71
Evening Shift - 2025-05-20,2025-05-20T16:00:00,2025-05-21T00:00:00,681a8978d13b7e8433e574a9,681e6994d464b5ea6ad94276|681e695dd464b5ea6ad9426c,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,3.59
Night Shift - 2025-05-10,2025-05-10T00:00:00,2025-05-10T08:00:00,681a514390a1818ffb8fd388|681a517490a1818ffb8fd392,67ff7b8b42fc75d02c937309,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.49
Night Shift - 2025-05-07,2025-05-07T00:00:00,2025-05-07T08:00:00,67ff7abe42fc75d02c9372ed|67f43cf889b1fc291c612c53,681e68b5d464b5ea6ad9422d|681a590590422788183176dc,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.13
Night Shift - 2025-05-04,2025-05-04T00:00:00,2025-05-04T08:00:00,681a524690a1818ffb8fd3a4|681a575690422788183176a0,681e69a9d464b5ea6ad9427c,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.92
Morning Shift - 2025-05-15,2025-05-15T08:00:00,2025-05-15T16:00:00,67f43cf889b1fc291c612c53,681e695dd464b5ea6ad9426c,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.67
Evening Shift - 2025-05-12,2025-05-12T16:00:00,2025-05-13T00:00:00,681a57199042278818317694|681a515d90a1818ffb8fd38e,681e689ad464b5ea6ad94227|67ff7b8b42fc75d02c937309,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.11
Evening Shift - 2025-05-13,2025-05-13T16:00:00,2025-05-14T00:00:00,681a57b690422788183176b2,681e697bd464b5ea6ad94272,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.62
Morning Shift - 2025-05-01,2025-05-01T08:00:00,2025-05-01T16:00:00,67f43ff589b1fc291c612c8b,681a590590422788183176dc|67ff7b8b42fc75d02c937309|67f4402f89b1fc291c612c97,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.07
Morning Shift - 2025-05-18,2025-05-18T08:00:00,2025-05-18T16:00:00,681a57fd90422788183176be|681a8978d13b7e8433e574a9,681e697bd464b5ea6ad94272,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.11
Morning Shift - 2025-05-22,2025-05-22T08:00:00,2025-05-22T16:00:00,681a517490a1818ffb8fd392|681a524690a1818ffb8fd3a4|681a579090422788183176aa,681e6930d464b5ea6ad94260,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.17
Evening Shift - 2025-05-14,2025-05-14T16:00:00,2025-05-15T00:00:00,67cf4b3435b8ba51b0af1282|681a524690a1818ffb8fd3a4,681e6930d464b5ea6ad94260,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,2.58
Night Shift - 2025-05-09,2025-05-09T00:00:00,2025-05-09T08:00:00,681a8978d13b7e8433e574a9|681a517490a1818ffb8fd392,681e68edd464b5ea6ad9423b,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.77
Morning Shift - 2025-05-25,2025-05-25T08:00:00,2025-05-25T16:00:00,681a514390a1818ffb8fd388|681a577590422788183176a6,67f4402f89b1fc291c612c97|681e68b5d464b5ea6ad9422d|67ff8a6715b50eb09c14b762,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.76
Night Shift - 2025-05-16,2025-05-16T00:00:00,2025-05-16T08:00:00,681a58b990422788183176ce|681a517490a1818ffb8fd392|67f43ff589b1fc291c612c8b,681a5a6090422788183176f6|681e6946d464b5ea6ad94266|67f4402f89b1fc291c612c97,Night,Auto-generated event for training,67c6383e777903bd129b7eef,4.55
Morning Shift - 2025-05-11,2025-05-11T08:00:00,2025-05-11T16:00:00,681a515d90a1818ffb8fd38e|681a57199042278818317694,681e6907d464b5ea6ad94241,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.1
Evening Shift - 2025-05-13,2025-05-13T16:00:00,2025-05-14T00:00:00,67f43ff589b1fc291c612c8b|681a575690422788183176a0|681a53599042278818317651,67ff7b8b42fc75d02c937309|681e6930d464b5ea6ad94260|681e695dd464b5ea6ad9426c,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.78
Evening Shift - 2025-05-16,2025-05-16T16:00:00,2025-05-17T00:00:00,681a53599042278818317651|681a57fd90422788183176be,681a5a6090422788183176f6|681e6994d464b5ea6ad94276|681e69d3d464b5ea6ad9429b,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.84
Evening Shift - 2025-05-07,2025-05-07T16:00:00,2025-05-08T00:00:00,681a8978d13b7e8433e574a9,681e69d3d464b5ea6ad9429b,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.29
Night Shift - 2025-05-10,2025-05-10T00:00:00,2025-05-10T08:00:00,681a512190a1818ffb8fd382|681a577590422788183176a6|681a53599042278818317651,67f4402f89b1fc291c612c97|67ff8a6715b50eb09c14b762|681e68edd464b5ea6ad9423b,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.31
Morning Shift - 2025-05-20,2025-05-20T08:00:00,2025-05-20T16:00:00,681a579090422788183176aa,681e695dd464b5ea6ad9426c,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,4.99
Morning Shift - 2025-05-16,2025-05-16T08:00:00,2025-05-16T16:00:00,681a8978d13b7e8433e574a9,681a5ad29042278818317702|681e697bd464b5ea6ad94272|681e695dd464b5ea6ad9426c,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,1.02
Night Shift - 2025-05-13,2025-05-13T00:00:00,2025-05-13T08:00:00,681a57199042278818317694|681a517490a1818ffb8fd392,681e6930d464b5ea6ad94260|681e6994d464b5ea6ad94276,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.37
Morning Shift - 2025-05-10,2025-05-10T08:00:00,2025-05-10T16:00:00,681a8978d13b7e8433e574a9|67ff7abe42fc75d02c9372ed|681a514390a1818ffb8fd388,681a5a6090422788183176f6|681a5ad29042278818317702,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,1.0
Night Shift - 2025-05-27,2025-05-27T00:00:00,2025-05-27T08:00:00,681a53599042278818317651|681a575690422788183176a0,681a5ad29042278818317702|67f4401489b1fc291c612c91,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.36
Evening Shift - 2025-05-15,2025-05-15T16:00:00,2025-05-16T00:00:00,681a58b990422788183176ce,681e6994d464b5ea6ad94276|681e689ad464b5ea6ad94227|681e69d3d464b5ea6ad9429b,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.88
Night Shift - 2025-05-08,2025-05-08T00:00:00,2025-05-08T08:00:00,681a514390a1818ffb8fd388,681e68cbd464b5ea6ad94233|681e68edd464b5ea6ad9423b,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.87
Morning Shift - 2025-05-09,2025-05-09T08:00:00,2025-05-09T16:00:00,681a58b990422788183176ce|681a57fd90422788183176be|681a8935d13b7e8433e574a1,67f4401489b1fc291c612c91,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.72
Evening Shift - 2025-05-11,2025-05-11T16:00:00,2025-05-12T00:00:00,681a57fd90422788183176be,67ff8a6715b50eb09c14b762,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.33
Morning Shift - 2025-05-14,2025-05-14T08:00:00,2025-05-14T16:00:00,681a575690422788183176a0|681a8978d13b7e8433e574a9,681e69d3d464b5ea6ad9429b|681e68b5d464b5ea6ad9422d,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,2.04
Evening Shift - 2025-05-24,2025-05-24T16:00:00,2025-05-25T00:00:00,681a517490a1818ffb8fd392|681a514390a1818ffb8fd388|681a8935d13b7e8433e574a1,67cf4b8235b8ba51b0af1285,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,3.66
Morning Shift - 2025-05-08,2025-05-08T08:00:00,2025-05-08T16:00:00,681a8935d13b7e8433e574a1|681a57b690422788183176b2|681a56eb904227881831768e,681e6946d464b5ea6ad94266|681e695dd464b5ea6ad9426c,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.23
Morning Shift - 2025-05-14,2025-05-14T08:00:00,2025-05-14T16:00:00,681a512190a1818ffb8fd382|681a577590422788183176a6,67ff8a6715b50eb09c14b762|681e68cbd464b5ea6ad94233,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.97
Morning Shift - 2025-05-20,2025-05-20T08:00:00,2025-05-20T16:00:00,681a515d90a1818ffb8fd38e,681e69d3d464b5ea6ad9429b,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,4.71
Evening Shift - 2025-05-08,2025-05-08T16:00:00,2025-05-09T00:00:00,681a57e490422788183176b8|681a512190a1818ffb8fd382,67cf4b8235b8ba51b0af1285|681e69d3d464b5ea6ad9429b|681a590590422788183176dc,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,2.73
Night Shift - 2025-05-02,2025-05-02T00:00:00,2025-05-02T08:00:00,681a57199042278818317694|67f43cf889b1fc291c612c53|681a58cd90422788183176d4,681e6994d464b5ea6ad94276|67f4401489b1fc291c612c91|67ff8a6715b50eb09c14b762,Night,Auto-generated event for training,67c6383e777903bd129b7eef,4.28
Morning Shift - 2025-05-06,2025-05-06T08:00:00,2025-05-06T16:00:00,681a56eb904227881831768e|681a8935d13b7e8433e574a1,681e69d3d464b5ea6ad9429b|67ff8a6715b50eb09c14b762|681e68edd464b5ea6ad9423b,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.47
Morning Shift - 2025-05-13,2025-05-13T08:00:00,2025-05-13T16:00:00,681a524690a1818ffb8fd3a4|681a57fd90422788183176be,681e6946d464b5ea6ad94266|681e6907d464b5ea6ad94241|67f4401489b1fc291c612c91,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,4.93
Night Shift - 2025-05-15,2025-05-15T00:00:00,2025-05-15T08:00:00,681a58b990422788183176ce,67cf4b8235b8ba51b0af1285|681a5ad29042278818317702|681e6907d464b5ea6ad94241,Night,Auto-generated event for training,67c6383e777903bd129b7eef,4.99
Morning Shift - 2025-05-26,2025-05-26T08:00:00,2025-05-26T16:00:00,681a57e490422788183176b8|681a58cd90422788183176d4|67f43cf889b1fc291c612c53,67f4402f89b1fc291c612c97,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.41
Evening Shift - 2025-05-04,2025-05-04T16:00:00,2025-05-05T00:00:00,67f43cf889b1fc291c612c53,67f4401489b1fc291c612c91,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,2.93
Night Shift - 2025-05-19,2025-05-19T00:00:00,2025-05-19T08:00:00,681a57b690422788183176b2,681e69a9d464b5ea6ad9427c,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.03
Night Shift - 2025-05-28,2025-05-28T00:00:00,2025-05-28T08:00:00,67f43ff589b1fc291c612c8b,681e68edd464b5ea6ad9423b|681e6946d464b5ea6ad94266,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.18
Night Shift - 2025-05-12,2025-05-12T00:00:00,2025-05-12T08:00:00,681a57199042278818317694,681e68b5d464b5ea6ad9422d,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.45
Night Shift - 2025-05-20,2025-05-20T00:00:00,2025-05-20T08:00:00,67f43ff589b1fc291c612c8b|681a577590422788183176a6,681e695dd464b5ea6ad9426c,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.91
Evening Shift - 2025-05-25,2025-05-25T16:00:00,2025-05-26T00:00:00,67f4546589b1fc291c613160|681a514390a1818ffb8fd388|681a8978d13b7e8433e574a9,681e695dd464b5ea6ad9426c|681e6994d464b5ea6ad94276,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.22
Night Shift - 2025-05-26,2025-05-26T00:00:00,2025-05-26T08:00:00,681a515d90a1818ffb8fd38e|681a56eb904227881831768e|681a57199042278818317694,681a590590422788183176dc,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.18
Morning Shift - 2025-05-23,2025-05-23T08:00:00,2025-05-23T16:00:00,67ff7abe42fc75d02c9372ed|681a524690a1818ffb8fd3a4|681a575690422788183176a0,681a590590422788183176dc,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,1.73
Night Shift - 2025-05-05,2025-05-05T00:00:00,2025-05-05T08:00:00,681a577590422788183176a6|681a57b690422788183176b2,681e6930d464b5ea6ad94260|681e69a9d464b5ea6ad9427c|681e68b5d464b5ea6ad9422d,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.64
Night Shift - 2025-05-05,2025-05-05T00:00:00,2025-05-05T08:00:00,681a517490a1818ffb8fd392,681a5ad29042278818317702|681e6994d464b5ea6ad94276,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.06
Night Shift - 2025-05-23,2025-05-23T00:00:00,2025-05-23T08:00:00,67f43ff589b1fc291c612c8b|681a58b990422788183176ce|681a57fd90422788183176be,681e689ad464b5ea6ad94227,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.45
Night Shift - 2025-05-15,2025-05-15T00:00:00,2025-05-15T08:00:00,681a53599042278818317651|681a57fd90422788183176be|67ff7abe42fc75d02c9372ed,67f4402f89b1fc291c612c97|67ff8a6715b50eb09c14b762|681e68cbd464b5ea6ad94233,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.85
Evening Shift - 2025-05-13,2025-05-13T16:00:00,2025-05-14T00:00:00,67cf4b3435b8ba51b0af1282|681a53599042278818317651|681a579090422788183176aa,681e6994d464b5ea6ad94276|67ff7b8b42fc75d02c937309,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.79
Night Shift - 2025-05-25,2025-05-25T00:00:00,2025-05-25T08:00:00,681a58cd90422788183176d4,681e68edd464b5ea6ad9423b,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.1
Morning Shift - 2025-05-18,2025-05-18T08:00:00,2025-05-18T16:00:00,681a575690422788183176a0,67f4402f89b1fc291c612c97,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.65
Evening Shift - 2025-05-10,2025-05-10T16:00:00,2025-05-11T00:00:00,681a517490a1818ffb8fd392|681a515d90a1818ffb8fd38e|681a8978d13b7e8433e574a9,681a590590422788183176dc|681e6994d464b5ea6ad94276|681a5a6090422788183176f6,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.74
Night Shift - 2025-05-22,2025-05-22T00:00:00,2025-05-22T08:00:00,681a517490a1818ffb8fd392|681a575690422788183176a0,681e6930d464b5ea6ad94260|681e697bd464b5ea6ad94272,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.59
Evening Shift - 2025-05-03,2025-05-03T16:00:00,2025-05-04T00:00:00,681a53599042278818317651|681a512190a1818ffb8fd382,681a590590422788183176dc|681a5a6090422788183176f6|681e6907d464b5ea6ad94241,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,3.67
Morning Shift - 2025-05-01,2025-05-01T08:00:00,2025-05-01T16:00:00,681a515d90a1818ffb8fd38e,681a590590422788183176dc,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,2.3
Morning Shift - 2025-05-03,2025-05-03T08:00:00,2025-05-03T16:00:00,67f4546589b1fc291c613160|681a514390a1818ffb8fd388,681e6907d464b5ea6ad94241|681a590590422788183176dc,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.35
Morning Shift - 2025-05-27,2025-05-27T08:00:00,2025-05-27T16:00:00,67cf4b3435b8ba51b0af1282,681e69d3d464b5ea6ad9429b|681e68edd464b5ea6ad9423b,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,1.83
Evening Shift - 2025-05-05,2025-05-05T16:00:00,2025-05-06T00:00:00,67f43cf889b1fc291c612c53|67cf4b3435b8ba51b0af1282|681a524690a1818ffb8fd3a4,67ff8a6715b50eb09c14b762,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.72
Morning Shift - 2025-05-05,2025-05-05T08:00:00,2025-05-05T16:00:00,681a512190a1818ffb8fd382|681a8978d13b7e8433e574a9,681e68edd464b5ea6ad9423b,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,4.98
Night Shift - 2025-05-24,2025-05-24T00:00:00,2025-05-24T08:00:00,681a58b990422788183176ce,681a590590422788183176dc|67f4402f89b1fc291c612c97|681e697bd464b5ea6ad94272,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.16
Evening Shift - 2025-05-26,2025-05-26T16:00:00,2025-05-27T00:00:00,681a524690a1818ffb8fd3a4|67ff7abe42fc75d02c9372ed|681a58b990422788183176ce,681a5ad29042278818317702|681e6946d464b5ea6ad94266|67ff8a6715b50eb09c14b762,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.44
Evening Shift - 2025-05-24,2025-05-24T16:00:00,2025-05-25T00:00:00,681a53599042278818317651|681a517490a1818ffb8fd392,67ff7b8b42fc75d02c937309,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,2.26
Morning Shift - 2025-05-12,2025-05-12T08:00:00,2025-05-12T16:00:00,681a57b690422788183176b2|67f43ff589b1fc291c612c8b,681e6907d464b5ea6ad94241,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.55
Night Shift - 2025-05-05,2025-05-05T00:00:00,2025-05-05T08:00:00,681a514390a1818ffb8fd388,681e697bd464b5ea6ad94272,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.5
Morning Shift - 2025-05-01,2025-05-01T08:00:00,2025-05-01T16:00:00,681a8978d13b7e8433e574a9,681e6930d464b5ea6ad94260,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.58
Morning Shift - 2025-05-11,2025-05-11T08:00:00,2025-05-11T16:00:00,681a57199042278818317694|67f43cf889b1fc291c612c53|67ff7abe42fc75d02c9372ed,681e68cbd464b5ea6ad94233,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.64
Night Shift - 2025-05-18,2025-05-18T00:00:00,2025-05-18T08:00:00,681a515d90a1818ffb8fd38e,67f4401489b1fc291c612c91|681e68edd464b5ea6ad9423b,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.83
Morning Shift - 2025-05-01,2025-05-01T08:00:00,2025-05-01T16:00:00,681a515d90a1818ffb8fd38e,681e68edd464b5ea6ad9423b|681e6930d464b5ea6ad94260|681e697bd464b5ea6ad94272,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,4.82
Evening Shift - 2025-05-08,2025-05-08T16:00:00,2025-05-09T00:00:00,681a53599042278818317651|681a58b990422788183176ce,67cf4b8235b8ba51b0af1285|681e697bd464b5ea6ad94272,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.9
Night Shift - 2025-05-13,2025-05-13T00:00:00,2025-05-13T08:00:00,681a8935d13b7e8433e574a1|681a57fd90422788183176be,681e6946d464b5ea6ad94266|681e6907d464b5ea6ad94241|681e697bd464b5ea6ad94272,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.54
Night Shift - 2025-05-22,2025-05-22T00:00:00,2025-05-22T08:00:00,681a575690422788183176a0,681e68cbd464b5ea6ad94233|67ff7b8b42fc75d02c937309|681e695dd464b5ea6ad9426c,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.51
Evening Shift - 2025-05-14,2025-05-14T16:00:00,2025-05-15T00:00:00,681a577590422788183176a6,67cf4b8235b8ba51b0af1285|67f4402f89b1fc291c612c97|681e68edd464b5ea6ad9423b,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.74
Morning Shift - 2025-05-28,2025-05-28T08:00:00,2025-05-28T16:00:00,67f4546589b1fc291c613160,681e68edd464b5ea6ad9423b|681e697bd464b5ea6ad94272,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.68
Evening Shift - 2025-05-04,2025-05-04T16:00:00,2025-05-05T00:00:00,681a8978d13b7e8433e574a9|67cf4b3435b8ba51b0af1282,681e68b5d464b5ea6ad9422d|67f4402f89b1fc291c612c97,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.48
Evening Shift - 2025-05-08,2025-05-08T16:00:00,2025-05-09T00:00:00,681a57e490422788183176b8|681a514390a1818ffb8fd388|681a575690422788183176a0,681e69d3d464b5ea6ad9429b|681e697bd464b5ea6ad94272,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.8
Evening Shift - 2025-05-08,2025-05-08T16:00:00,2025-05-09T00:00:00,681a57e490422788183176b8|67cf4b3435b8ba51b0af1282,681e697bd464b5ea6ad94272|681e68cbd464b5ea6ad94233,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.25
Evening Shift - 2025-05-03,2025-05-03T16:00:00,2025-05-04T00:00:00,681a514390a1818ffb8fd388,681e689ad464b5ea6ad94227|681e68edd464b5ea6ad9423b,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,3.72
Night Shift - 2025-05-17,2025-05-17T00:00:00,2025-05-17T08:00:00,681a575690422788183176a0,681e695dd464b5ea6ad9426c,Night,Auto-generated event for training,67c6383e777903bd129b7eef,4.48
Night Shift - 2025-05-13,2025-05-13T00:00:00,2025-05-13T08:00:00,681a8978d13b7e8433e574a9|681a57199042278818317694,67f4402f89b1fc291c612c97|681e695dd464b5ea6ad9426c|681e68edd464b5ea6ad9423b,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.14
Morning Shift - 2025-05-18,2025-05-18T08:00:00,2025-05-18T16:00:00,681a57e490422788183176b8,681e69d3d464b5ea6ad9429b,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,2.43
Morning Shift - 2025-05-04,2025-05-04T08:00:00,2025-05-04T16:00:00,67ff7abe42fc75d02c9372ed,67ff8a6715b50eb09c14b762|681e6946d464b5ea6ad94266,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,1.79
